iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,new_tests,total_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations
KHM,Cambodia,6/1/2021,30710,616,220,6,4686,1162111,0.102,9.8,tests performed,4671201,2648859,2022342,57639
KHM,Cambodia,6/2/2021,31460,750,230,10,5517,1167628,0.102,9.8,tests performed,4723944,2665822,2058122,52743
KHM,Cambodia,6/3/2021,32189,729,236,6,5785,1173413,0.104,9.6,tests performed,4782587,2688014,2094573,58643
KHM,Cambodia,6/4/2021,33075,886,242,6,4654,1178067,0.109,9.2,tests performed,4839260,2710359,2128901,56673
KHM,Cambodia,6/5/2021,33613,538,252,10,5394,1183461,0.137,7.3,tests performed,4894315,2735199,2159116,55055
KHM,Cambodia,6/6/2021,34244,631,263,11,6226,1189687,0.131,7.6,tests performed,4938642,2754341,2184301,44327
KHM,Cambodia,6/7/2021,34833,589,266,3,6101,1195788,0.124,8.1,tests performed,4969942,2766198,2203744,31300
KHM,Cambodia,6/8/2021,35511,678,278,12,5617,1201405,0.122,8.2,tests performed,5005581,2770433,2235148,35639
KHM,Cambodia,6/9/2021,36240,729,289,11,6832,1208237,0.118,8.5,tests performed,5050186,2770611,2279575,44605
KHM,Cambodia,6/10/2021,36666,426,300,11,6657,1214894,0.108,9.3,tests performed,5128310,2794894,2333416,78124
KHM,Cambodia,6/11/2021,37321,655,311,11,7117,1222011,0.097,10.3,tests performed,5223954,2836482,2387472,95644
KHM,Cambodia,6/12/2021,37959,638,320,9,7176,1229187,0.095,10.5,tests performed,5325094,2885619,2439475,101140
KHM,Cambodia,6/13/2021,38427,468,335,15,8920,1238107,0.086,11.6,tests performed,5428433,2939543,2488890,103339
KHM,Cambodia,6/14/2021,38969,542,348,13,5807,1243914,0.086,11.6,tests performed,5537538,3000264,2537274,109105
KHM,Cambodia,6/15/2021,39464,495,361,13,9649,1253563,0.076,13.2,tests performed,5667915,3076775,2591140,130377
KHM,Cambodia,6/16/2021,40157,693,368,7,9299,1262862,0.072,13.9,tests performed,5762050,3138584,2623466,94135
KHM,Cambodia,6/17/2021,40782,625,380,12,6379,1269241,0.076,13.2,tests performed,5839250,3199642,2639608,77200
KHM,Cambodia,6/18/2021,41581,799,394,14,8517,1277758,0.076,13.1,tests performed,5924894,3257857,2667037,85644
KHM,Cambodia,6/19/2021,42052,471,414,20,9754,1287512,0.07,14.2,tests performed,6012998,3310660,2702329,88104
KHM,Cambodia,6/20/2021,42711,659,431,17,8499,1296011,0.074,13.5,tests performed,6098584,3366207,2732377,85586
KHM,Cambodia,6/21/2021,43446,735,441,10,7305,1303316,0.075,13.3,tests performed,6171269,3416075,2755194,72685
KHM,Cambodia,6/22/2021,44124,678,459,18,5913,1309229,0.084,11.9,tests performed,6275739,3517943,2757796,104470
KHM,Cambodia,6/23/2021,44711,587,475,16,6207,1315436,0.087,11.5,tests performed,6378584,3619420,2759164,102845
KHM,Cambodia,6/24/2021,45366,655,493,18,5763,1321199,0.088,11.3,tests performed,6478528,3715751,2762777,99944
KHM,Cambodia,6/25/2021,46065,699,509,16,6966,1328165,0.089,11.2,tests performed,6616277,3803169,2813108,137749
KHM,Cambodia,6/26/2021,46810,745,523,14,5411,1333576,0.103,9.7,tests performed,6729736,3886534,2843202,113459
KHM,Cambodia,6/27/2021,47649,839,540,17,6040,1339616,0.113,8.8,tests performed,6836447,3955033,2881414,106711
KHM,Cambodia,6/28/2021,48532,883,556,16,5826,1345442,0.121,8.3,tests performed,6957895,4019751,2938144,121448
KHM,Cambodia,6/29/2021,49255,723,575,19,6534,1351976,0.12,8.3,tests performed,7093483,4100104,2993379,135588
KHM,Cambodia,6/30/2021,50385,1130,602,27,6278,1358254,0.133,7.5,tests performed,7251656,4202751,3048905,158173
KHM,Cambodia,7/1/2021,51384,999,628,26,6576,1364830,0.138,7.3,tests performed,7408517,4304572,3103945,156861
KHM,Cambodia,7/2/2021,52350,966,660,32,6754,1371584,0.145,6.9,tests performed,7558008,4391526,3166482,149491
KHM,Cambodia,7/3/2021,53298,948,696,36,7253,1378837,0.143,7,tests performed,7690814,4469661,3221153,132806
KHM,Cambodia,7/4/2021,54291,993,720,24,6143,1384980,0.146,6.8,tests performed,7814310,4535894,3278416,123496
KHM,Cambodia,7/5/2021,55187,896,748,28,,,0.145,6.9,tests performed,7929378,4599648,3329730,115068
KHM,Cambodia,7/6/2021,56122,935,779,31,,1397664,0.15,6.7,tests performed,8031138,4654451,3376687,101760
KHM,Cambodia,7/7/2021,57103,981,798,19,,,0.058,17.3,tests performed,8142185,4701255,3440930,111047
KHM,Cambodia,7/8/2021,58057,954,825,27,,1551653,0.036,28,tests performed,8272286,4750265,3522021,130101
KHM,Cambodia,7/9/2021,59045,988,855,30,6433,1558086,0.036,27.9,tests performed,8421951,4793197,3628754,149665
KHM,Cambodia,7/10/2021,59978,933,881,26,6020,1564106,0.036,27.7,tests performed,8560543,4845588,3714955,138592
KHM,Cambodia,7/11/2021,60959,981,902,21,8370,1572476,0.036,28.1,tests performed,8700167,4903845,3796322,139624
KHM,Cambodia,7/12/2021,61870,911,925,23,7274,1579750,0.035,28.2,tests performed,8862995,4996723,3866272,162828
KHM,Cambodia,7/13/2021,62700,830,953,28,,,,,,9052857,5104846,3948011,189862
KHM,Cambodia,7/14/2021,63615,915,986,33,,,,,,9242925,5240159,4002766,190068
KHM,Cambodia,7/15/2021,64611,996,1025,39,,,,,,9453858,5417348,4036510,210933
KHM,Cambodia,7/16/2021,65500,889,1052,27,,,,,,9674498,5601064,4073434,220640
KHM,Cambodia,7/17/2021,66336,836,1076,24,,,,,,9877592,5767616,4109976,203094
KHM,Cambodia,7/18/2021,67181,845,1106,30,,,,,,10043602,5912545,4131057,166010
KHM,Cambodia,7/19/2021,67971,790,1128,22,,,,,,10217096,6061305,4155791,173494
KHM,Cambodia,7/20/2021,68796,825,1149,21,,,,,,10398348,6202414,4195934,181252
KHM,Cambodia,7/21/2021,69608,812,1168,19,,,,,,10588170,6334378,4253792,189822
KHM,Cambodia,7/22/2021,70419,811,1188,20,,,,,,10759533,6454601,4304932,171363
KHM,Cambodia,7/23/2021,71244,825,1222,34,,,,,,10915733,6552632,4363101,156200
KHM,Cambodia,7/24/2021,72104,860,1254,32,,,,,,11079725,6648473,4431252,163992
KHM,Cambodia,7/25/2021,72923,819,1283,29,,,,,,11223465,6741782,4481683,143740
KHM,Cambodia,7/26/2021,73701,778,1305,22,,,,,,11379554,6839109,4540445,156089
KHM,Cambodia,7/27/2021,74386,685,1324,19,,,,,,11528264,6941285,4586979,148710
KHM,Cambodia,7/28/2021,75152,766,1339,15,,,,,,11670617,7043969,4626648,142353
KHM,Cambodia,7/29/2021,75917,765,1350,11,,,,,,11802138,7131184,4670954,131521
KHM,Cambodia,7/30/2021,76585,668,1375,25,,,,,,11962852,7233247,4729605,160714
KHM,Cambodia,7/31/2021,77243,658,1397,22,,,,,,12088317,7304756,4783561,125465
KHM,Cambodia,8/1/2021,77914,671,1420,23,,,,,,12232259,7385013,4847246,143942
KHM,Cambodia,8/2/2021,78474,560,1442,22,,,,,,12427005,7498129,4940739,194746
KHM,Cambodia,8/3/2021,79051,577,1471,29,,,,,,12644209,7607844,5067252,217204
KHM,Cambodia,8/4/2021,79634,583,1488,17,,,,,,12865011,7704982,5210115,220802
KHM,Cambodia,8/5/2021,80225,591,1507,19,,,,,,13128308,7810469,5402478,263297
KHM,Cambodia,8/6/2021,80813,588,1526,19,,,,,,13393448,7927745,5597888,265140
KHM,Cambodia,8/7/2021,81335,522,1537,11,,,,,,13681376,8044707,5821021,287928
KHM,Cambodia,8/8/2021,81891,556,1562,25,,,,,,13949503,8151969,6019634,268127
KHM,Cambodia,8/9/2021,82399,508,1585,23,,,,,,14259583,8269744,6239954,310080
KHM,Cambodia,8/10/2021,82898,499,1602,17,,,,,,14554485,8396613,6438770,294902
KHM,Cambodia,8/11/2021,83384,486,1614,12,,,,,,14860238,8519714,6635999,305753
KHM,Cambodia,8/12/2021,83839,455,1634,20,,,,,,15136506,8639773,6815808,276268
KHM,Cambodia,8/13/2021,84262,423,1654,20,,,,,,15372439,8749906,6967688,235933
KHM,Cambodia,8/14/2021,84860,598,1666,12,,,,,,15622134,8857979,7116243,249695
KHM,Cambodia,8/15/2021,85448,588,1683,17,,,,,,15839320,8948377,7250849,217186
KHM,Cambodia,8/16/2021,86041,593,1704,21,,,,,,16057767,9044549,7364522,218447
KHM,Cambodia,8/17/2021,86597,556,1718,14,,,,,,16284464,9157245,7479110,226697
KHM,Cambodia,8/18/2021,87190,593,1730,12,,,,,,16514969,9272769,7577698,230505
KHM,Cambodia,8/19/2021,87723,533,1747,17,,,,,,16728863,9388735,7662263,213894
KHM,Cambodia,8/20/2021,88242,519,1762,15,,,,,,16928413,9502819,7737909,199550
KHM,Cambodia,8/21/2021,88735,493,1778,16,,,,,,17151905,9624260,7802864,223492
KHM,Cambodia,8/22/2021,89231,496,1792,14,,,,,,17313877,9717258,7874938,161972
KHM,Cambodia,8/23/2021,89641,410,1808,16,,,,,,17548703,9851896,7967118,234826
KHM,Cambodia,8/24/2021,90107,466,1821,13,,,,,,17753932,9961630,8052243,205229
KHM,Cambodia,8/25/2021,90535,428,1835,14,,,,,,17953133,10071461,8130459,199201
KHM,Cambodia,8/26/2021,90958,423,1841,6,,,,,,18136438,10176498,8204217,183305
KHM,Cambodia,8/27/2021,91369,411,1858,17,,,,,,18337332,10308435,8275430,200894
KHM,Cambodia,8/28/2021,91770,401,1870,12,,,,,,18535210,10440004,8342770,197878
KHM,Cambodia,8/29/2021,92208,438,1881,11,,,,,,18714426,10562995,8392316,179216
KHM,Cambodia,8/30/2021,92616,408,1892,11,,,,,,18912634,10693964,8458093,198208
KHM,Cambodia,8/31/2021,93055,439,1903,11,,,,,,19085923,10801691,8525970,173289
KHM,Cambodia,9/1/2021,93510,455,1916,13,,,,,,19246341,10894795,8594733,160418
KHM,Cambodia,9/2/2021,93926,416,1928,12,,,,,,19401263,10978047,8666321,154922
KHM,Cambodia,9/3/2021,94417,491,1937,9,,,,,,19536084,11045289,8726567,134821
KHM,Cambodia,9/4/2021,94839,422,1950,13,,,,,,19830701,11193354,8877044,294617
KHM,Cambodia,9/5/2021,95300,461,1957,7,,,,,,19926987,11242806,8929045,96286
KHM,Cambodia,9/6/2021,95828,528,1970,13,,,,,,20059399,11291465,9001123,132412
KHM,Cambodia,9/7/2021,96339,511,1981,11,,,,,,20187062,11328393,9079672,127663
KHM,Cambodia,9/8/2021,96935,596,1987,6,,,,,,20312411,11363778,9164169,125349
KHM,Cambodia,9/9/2021,97524,589,2007,20,,,,,,20430920,11385200,9253564,118509
KHM,Cambodia,9/10/2021,98184,660,2019,12,,2289480,,,tests performed,20554497,11406989,9350408,123577
KHM,Cambodia,9/11/2021,98842,658,2028,9,,,,,,20672555,11429835,9443927,118058
KHM,Cambodia,9/12/2021,99504,662,2040,12,,,,,,20763467,11446420,9519460,90912
KHM,Cambodia,9/13/2021,100133,629,2049,9,,,,,,20898628,11470653,9634262,135161
KHM,Cambodia,9/14/2021,100790,657,2058,9,,,,,,21045215,11489661,9763157,146587
KHM,Cambodia,9/15/2021,101443,653,2067,9,,,,,,21188897,11506197,9890449,143682
KHM,Cambodia,9/16/2021,102136,693,2078,11,,,,,,21321845,11527033,10004334,132948
KHM,Cambodia,9/17/2021,102834,698,2089,11,,,,,,21515306,11608143,10114802,193461
KHM,Cambodia,9/18/2021,103482,648,2096,7,,,,,,21838845,11825416,10217045,323539
KHM,Cambodia,9/19/2021,104094,612,2109,13,,,,,,22152521,12049739,10304104,313676
KHM,Cambodia,9/20/2021,104716,622,2123,14,,,,,,22494499,12276013,10412733,341978
KHM,Cambodia,9/21/2021,105344,628,2140,17,,,,,,22818660,12483588,10527938,324161
KHM,Cambodia,9/22/2021,105981,637,2154,14,,,,,,23099813,12666817,10624382,281153
KHM,Cambodia,9/23/2021,106619,638,2176,22,,,,,,23341613,12823868,10706838,241800
KHM,Cambodia,9/24/2021,107441,822,2197,21,,,,,,23538405,12950149,10774063,196792
KHM,Cambodia,9/25/2021,108257,816,2218,21,,,,,,23705080,13050906,10836103,166675
KHM,Cambodia,9/26/2021,109087,830,2243,25,,,,,,23830570,13124421,10884162,125490
KHM,Cambodia,9/27/2021,109926,839,2261,18,,,,,,23972205,13206236,10939239,141635
KHM,Cambodia,9/28/2021,110792,866,2287,26,,,,,,24090068,13273263,10985231,117863
KHM,Cambodia,9/29/2021,111673,881,2302,15,,,,,,24190543,13328064,11025293,100475
KHM,Cambodia,9/30/2021,112651,978,2319,17,,,,,,24272621,13370838,11060573,82078
KHM,Cambodia,10/1/2021,112883,232,2336,17,,,,,,24332508,13401922,11085410,59887
KHM,Cambodia,10/2/2021,113057,174,2360,24,,,,,,24378824,13424971,11105097,46316
KHM,Cambodia,10/3/2021,113256,199,2383,23,,,,,,24411182,13441093,11119189,32358
KHM,Cambodia,10/4/2021,113475,219,2406,23,,,,,,24439901,13454384,11131493,28719
KHM,Cambodia,10/5/2021,113703,228,2418,12,,,,,,24446643,13456306,11135817,6742
KHM,Cambodia,10/6/2021,113924,221,2431,13,,,,,,24447227,13456672,11135916,584
KHM,Cambodia,10/7/2021,114148,224,2441,10,,,,,,24448071,13456872,11136261,844
KHM,Cambodia,10/8/2021,114351,203,2459,18,,,,,,24510673,13468296,11182731,62602
KHM,Cambodia,10/9/2021,114571,220,2482,23,,,,,,24671297,13480746,11325707,160624
KHM,Cambodia,10/10/2021,114810,239,2506,24,,,,,,24861031,13492406,11498517,189734
KHM,Cambodia,10/11/2021,115068,258,2527,21,,,,,,25162526,13510285,11724361,301495
KHM,Cambodia,10/12/2021,115335,267,2544,17,,,,,,25486685,13527978,11941520,324159
KHM,Cambodia,10/13/2021,115607,272,2559,15,,,,,,25772396,13545823,12131297,285711
KHM,Cambodia,10/14/2021,115875,268,2584,25,,,,,,26025590,13561866,12298389,253194
KHM,Cambodia,10/15/2021,116140,265,2610,26,,,,,,26235936,13574139,12432963,210346
KHM,Cambodia,10/16/2021,116407,267,2634,24,,,,,,26438825,13585319,12541420,202889
KHM,Cambodia,10/17/2021,116665,258,2658,24,,,,,,26589595,13593910,12617254,150770
KHM,Cambodia,10/18/2021,116860,195,2670,12,,,,,,26751792,13609521,12714675,162197
KHM,Cambodia,10/19/2021,117035,175,2681,11,,,,,,26886254,13622977,12797655,134462
KHM,Cambodia,10/20/2021,117201,166,2693,12,,,,,,26998351,13634458,12856612,112097
KHM,Cambodia,10/21/2021,117352,151,2704,11,,,,,,27090946,13643415,12902262,92595
KHM,Cambodia,10/22/2021,117500,148,2715,11,,,,,,27163990,13652232,12941476,73044
KHM,Cambodia,10/23/2021,117644,144,2725,10,,,,,,27243478,13658227,12967268,79488
KHM,Cambodia,10/24/2021,117772,128,2734,9,,,,,,27309793,13663527,12988266,66315
KHM,Cambodia,10/25/2021,117888,116,2743,9,,,,,,27356822,13673478,13009481,47029
KHM,Cambodia,10/26/2021,118000,112,2751,8,,,,,,27390800,13681827,13019567,33978
KHM,Cambodia,10/27/2021,118111,111,2758,7,,,,,,27420723,13688442,13026141,29923
KHM,Cambodia,10/28/2021,118220,109,2766,8,,,,,,27457576,13697329,13035905,36853
KHM,Cambodia,10/29/2021,118321,101,2773,7,,,,,,27488038,13701863,13046418,30462
KHM,Cambodia,10/30/2021,118427,106,2781,8,,,,,,27540334,13706107,13056188,52296
KHM,Cambodia,10/31/2021,118522,95,2788,7,,,,,,27582895,13709487,13065834,42561
KHM,Cambodia,11/1/2021,118613,91,2794,6,,,,,,27660458,13746625,13081073,77563
KHM,Cambodia,11/2/2021,118787,174,2807,13,,,,,,27754142,13801971,13097279,93684
KHM,Cambodia,11/3/2021,118787,0,2807,0,,,,,,27840354,13852616,13111011,86212
KHM,Cambodia,11/4/2021,118870,83,2813,6,,,,,,27910923,13898766,13123236,70569
KHM,Cambodia,11/5/2021,118948,78,2818,5,,,,,,27967153,13930397,13134662,56230
KHM,Cambodia,11/6/2021,119021,73,2824,6,,,,,,,,,
KHM,Cambodia,11/7/2021,119092,71,2829,5,,,,,,28041552,13963921,13149177,
KHM,Cambodia,11/8/2021,119160,68,2835,6,,,,,,28091131,13988235,13163613,49579
KHM,Cambodia,11/9/2021,119227,67,2840,5,,,,,,28114132,13999741,13170169,23001
KHM,Cambodia,11/10/2021,119292,65,2845,5,,,,,,28150892,14017087,13181932,36760
KHM,Cambodia,11/11/2021,119358,66,2850,5,,,,,,28182589,14032348,13191432,31697
KHM,Cambodia,11/12/2021,119421,63,2856,6,,,,,,28210938,14045675,13199809,28349
KHM,Cambodia,11/13/2021,119481,60,2861,5,,,,,,28230176,14051925,13202848,19238
KHM,Cambodia,11/14/2021,119536,55,2867,6,,,,,,28231176,14051925,13203848,1000
KHM,Cambodia,11/15/2021,119588,52,2872,5,,,,,,28241359,14055958,13207379,10183
KHM,Cambodia,11/16/2021,119636,48,2876,4,,,,,,28327177,14079049,13225431,85818
KHM,Cambodia,11/17/2021,119687,51,2881,5,,,,,,,,,
LAO,Laos,6/1/2021,1929,17,3,0,2216,250496,0.004,279.7,people tested,902456,662521,239935,36762
LAO,Laos,6/2/2021,1934,5,3,0,,,0.004,280.9,people tested,914014,664661,249353,11558
LAO,Laos,6/3/2021,1943,9,3,0,,254153,0.003,295.2,people tested,933505,667657,265848,19491
LAO,Laos,6/4/2021,1952,9,3,0,1920,256073,0.003,296.5,people tested,957785,674311,283474,24280
LAO,Laos,6/5/2021,1957,5,3,0,2532,258605,0.003,290.9,people tested,982253,679729,302524,24468
LAO,Laos,6/6/2021,1963,6,3,0,,,0.004,271.2,people tested,993659,683354,310305,11406
LAO,Laos,6/7/2021,1968,5,3,0,,262163,0.004,247.9,people tested,1000196,686794,313402,6537
LAO,Laos,6/8/2021,1970,2,3,0,1485,263648,0.003,320.8,people tested,1017620,691381,326239,17424
LAO,Laos,6/9/2021,1971,1,3,0,1401,265049,0.003,343.9,people tested,1034588,694374,340214,16968
LAO,Laos,6/10/2021,1975,4,3,0,1410,266459,0.003,384.6,people tested,1054356,698503,355853,19768
LAO,Laos,6/11/2021,1979,4,3,0,1826,268285,0.002,452.4,people tested,1079903,708652,371251,25547
LAO,Laos,6/12/2021,1990,11,3,0,1842,270127,0.003,349.2,people tested,1098714,712793,385921,18811
LAO,Laos,6/13/2021,1996,6,3,0,1348,271475,0.003,336,people tested,1108388,713709,394679,9674
LAO,Laos,6/14/2021,2010,14,3,0,,,0.004,262.5,people tested,1110856,713818,397038,2468
LAO,Laos,6/15/2021,2025,15,3,0,,274907,0.005,204.7,people tested,1122128,717648,404480,11272
LAO,Laos,6/16/2021,2033,8,3,0,1824,276731,0.005,188.4,people tested,1134347,719562,414785,12219
LAO,Laos,6/17/2021,2034,1,3,0,1801,278532,0.005,204.7,people tested,1134347,719562,414785,0
LAO,Laos,6/18/2021,2047,13,3,0,1479,280011,0.006,172.4,people tested,1183137,742607,440530,48790
LAO,Laos,6/19/2021,2050,3,3,0,1486,281497,0.005,189.5,people tested,1208878,753750,455128,25741
LAO,Laos,6/20/2021,2053,3,3,0,1783,283280,0.005,207,people tested,,,,
LAO,Laos,6/21/2021,2054,1,3,0,911,284191,0.004,249.9,people tested,1242184,780552,461632,
LAO,Laos,6/22/2021,2067,13,3,0,,,0.004,250.3,people tested,1268627,798257,470370,26443
LAO,Laos,6/23/2021,2076,9,3,0,,286644,0.004,230.5,people tested,,,,
LAO,Laos,6/24/2021,2080,4,3,0,1574,288218,0.005,210.6,people tested,1348259,853782,494477,
LAO,Laos,6/25/2021,2094,14,3,0,1159,289377,0.005,199.3,people tested,1382009,869006,513003,33750
LAO,Laos,6/26/2021,2100,6,3,0,1552,290929,0.005,188.6,people tested,1408531,884428,524103,26522
LAO,Laos,6/27/2021,2110,10,3,0,,,0.006,156.9,people tested,,,,
LAO,Laos,6/28/2021,2110,0,3,0,,,0.006,166.5,people tested,1416267,886238,530029,
LAO,Laos,6/29/2021,2110,0,3,0,,294810,0.005,218.5,people tested,,,,
LAO,Laos,6/30/2021,2121,11,3,0,1524,296334,0.005,215.3,people tested,,,,
LAO,Laos,7/1/2021,2144,23,3,0,,,0.007,151.6,people tested,,,,
LAO,Laos,7/2/2021,2176,32,3,0,,299502,0.008,123.4,people tested,,,,
LAO,Laos,7/3/2021,2213,37,3,0,1392,300894,0.011,88.2,people tested,,,,
LAO,Laos,7/4/2021,2244,31,3,0,,,0.013,74.3,people tested,1530667,942835,587832,
LAO,Laos,7/5/2021,2300,56,3,0,,303454,0.019,52.3,people tested,1537511,947702,589809,6844
LAO,Laos,7/6/2021,2356,56,3,0,1559,305013,0.024,41.5,people tested,1552182,956535,595647,14671
LAO,Laos,7/7/2021,2400,44,3,0,,,,,,,,,
LAO,Laos,7/8/2021,2469,69,3,0,,,,,,,,,
LAO,Laos,7/9/2021,2537,68,3,0,,,,,,1648060,1015262,632798,
LAO,Laos,7/10/2021,2630,93,3,0,,,,,,,,,
LAO,Laos,7/11/2021,2719,89,3,0,,,,,,1666793,1025248,641545,
LAO,Laos,7/12/2021,2825,106,3,0,,,,,,,,,
LAO,Laos,7/13/2021,2901,76,3,0,,,,,,,,,
LAO,Laos,7/14/2021,2976,75,3,0,,,,,,1708981,1038254,670727,
LAO,Laos,7/15/2021,3092,116,4,1,,,,,,,,,
LAO,Laos,7/16/2021,3187,95,4,0,,,,,,,,,
LAO,Laos,7/17/2021,3295,108,4,0,,,,,,1777140,1050818,,
LAO,Laos,7/18/2021,3426,131,5,1,,,,,,,,,
LAO,Laos,7/19/2021,3540,114,5,0,,,,,,,,,
LAO,Laos,7/20/2021,3710,170,5,0,,,,,,,,,
LAO,Laos,7/21/2021,3863,153,5,0,,,,,,,1061689,,
LAO,Laos,7/22/2021,4119,256,5,0,,,,,,,,,
LAO,Laos,7/23/2021,4342,223,5,0,,,,,,,,,
LAO,Laos,7/24/2021,4620,278,5,0,,,,,,,,,
LAO,Laos,7/25/2021,4762,142,5,0,,,,,,,1062365,,
LAO,Laos,7/26/2021,4985,223,5,0,,,,,,,,,
LAO,Laos,7/27/2021,5154,169,5,0,,,,,,,,,
LAO,Laos,7/28/2021,5434,280,6,1,,,,,,,,,
LAO,Laos,7/29/2021,5675,241,6,0,,,,,,,,,
LAO,Laos,7/30/2021,5919,244,6,0,,,,,,,,,
LAO,Laos,7/31/2021,6299,380,7,1,,,,,,2050711,1179668,988156,
LAO,Laos,8/1/2021,6566,267,7,0,,,,,,,,,
LAO,Laos,8/2/2021,6765,199,7,0,,,,,,,,,
LAO,Laos,8/3/2021,7015,250,7,0,,,,,,,,,
LAO,Laos,8/4/2021,7305,290,7,0,,,,,,,,,
LAO,Laos,8/5/2021,7511,206,7,0,,,,,,,,,
